,examine,id,members,lowalch,limit,value,highalch,icon,name
2000,Mahogany fancy dress box.,9867,True,4.0,500.0,10,6.0,Mahogany fancy dress box (flatpack).png,Mahogany fancy dress box (flatpack)
2001,Some well-cut mahogany logs.,6332,True,20.0,11000.0,50,30.0,Mahogany logs.png,Mahogany logs
2002,Mahogany magic wardrobe.,9856,True,4.0,500.0,10,6.0,Mahogany magic wardrobe (flatpack).png,Mahogany magic wardrobe (flatpack)
2003,A plank of expensive mahogany.,8782,True,600.0,13000.0,1500,900.0,Mahogany plank.png,Mahogany plank
2004,Mahogany logs prepared with sacred oil for a funeral pyre.,6213,True,80.0,11000.0,200,120.0,Mahogany pyre logs.png,Mahogany pyre logs
2005,This sapling is ready to be replanted in a tree patch.,21480,True,1.0,200.0,1,1.0,Mahogany sapling.png,Mahogany sapling
2006,Plant this in a plantpot of soil to grow a sapling.,21488,True,19.0,200.0,48,28.0,Mahogany seed 5.png,Mahogany seed
2007,A mahogany crossbow stock.,9450,True,53.0,10000.0,133,79.0,Mahogany stock.png,Mahogany stock
2008,How does it all fit in there?,8558,True,4.0,500.0,10,6.0,Mahogany table (flatpack).png,Mahogany table (flatpack)
2009,How does it all fit in there?,9851,True,4.0,500.0,10,6.0,Mahogany toy box (flatpack).png,Mahogany toy box (flatpack)
2010,How does it all fit in there?,8620,True,4.0,500.0,10,6.0,Mahogany wardrobe (flatpack).png,Mahogany wardrobe (flatpack)
2011,A broken shield piece.,11931,True,12400.0,10000.0,31000,18600.0,Malediction shard 1.png,Malediction shard 1
2012,A broken shield piece.,11932,True,12400.0,10000.0,31000,18600.0,Malediction shard 2.png,Malediction shard 2
2013,A broken shield piece.,11933,True,12400.0,10000.0,31000,18600.0,Malediction shard 3.png,Malediction shard 3
2014,"An ancient, evil shield forged by Volcanic heat.",11924,True,18000.0,8.0,45000,27000.0,Malediction ward.png,Malediction ward
2015,A rare catch.,391,True,80.0,10000.0,200,120.0,Manta ray.png,Manta ray
2016,Feed and catch the birds by placing this in the right spot.,22192,True,2.0,250.0,5,3.0,Maple bird house.png,Maple bird house
2017,A solid bit of maple.,6416,True,480.0,125.0,1200,720.0,Maple blackjack.png,Maple blackjack
2018,A defensive blackjack.,6420,True,640.0,125.0,1600,960.0,Maple blackjack(d).png,Maple blackjack(d)
2019,An offensive blackjack.,6418,True,640.0,125.0,1600,960.0,Maple blackjack(o).png,Maple blackjack(o)
2020,Logs cut from a maple tree.,1517,False,32.0,15000.0,80,48.0,Maple logs.png,Maple logs
2021,A nice sturdy bow made out of Maple.,851,False,256.0,18000.0,640,384.0,Maple longbow.png,Maple longbow
2022,An unstrung maple longbow; I need a bowstring for this.,62,True,128.0,10000.0,320,192.0,Maple longbow (u).png,Maple longbow (u)
2023,Maple logs prepared with sacred oil for a funeral pyre.,3444,True,64.0,11000.0,160,96.0,Maple pyre logs.png,Maple pyre logs
2024,The roots of the Maple tree.,6047,True,1.0,11000.0,1,1.0,Maple roots.png,Maple roots
2025,This sapling is ready to be replanted in a tree patch.,5372,True,1.0,200.0,1,1.0,Maple sapling.png,Maple sapling
2026,Plant this in a plantpot of soil to grow a sapling.,5314,True,19.0,200.0,48,28.0,Maple seed 5.png,Maple seed
2027,A solid maple shield.,22257,True,128.0,125.0,320,192.0,Maple shield.png,Maple shield
2028,"A shortbow made out of Maple, still effective.",853,False,160.0,18000.0,400,240.0,Maple shortbow.png,Maple shortbow
2029,An unstrung maple shortbow; I need a bowstring for this.,64,True,80.0,10000.0,200,120.0,Maple shortbow (u).png,Maple shortbow (u)
2030,A maple crossbow stock.,9448,True,40.0,10000.0,100,60.0,Maple stock.png,Maple stock
2031,A beautifully carved marble block.,8786,True,100000.0,11000.0,250000,150000.0,Marble block.png,Marble block
2032,How does it all fit in there?,9847,True,4.0,500.0,10,6.0,Marble cape rack (flatpack).png,Marble cape rack (flatpack)
2033,Marble magic wardrobe.,9858,True,4.0,500.0,10,6.0,Marble magic wardrobe (flatpack).png,Marble magic wardrobe (flatpack)
2034,A marigold seed - plant in a flower patch.,5096,True,1.0,600.0,2,1.0,Marigold seed 5.png,Marigold seed
2035,A bunch of marigolds.,6010,True,1.0,600.0,1,1.0,Marigolds.png,Marigolds
2036,A herb used in poison cures.,251,True,2.0,13000.0,5,3.0,Marrentill.png,Marrentill
2037,I need another ingredient to finish this Marrentill potion.,93,True,2.0,10000.0,5,3.0,Marrentill potion (unf).png,Marrentill potion (unf)
2038,A marrentill seed - plant in a herb patch.,5292,True,1.0,600.0,2,1.0,Marrentill seed 5.png,Marrentill seed
2039,"A thick, foul-smelling, tar-like substance with an orange tinge.",10143,True,1.0,7000.0,1,1.0,Marrentill tar.png,Marrentill tar
2040,A creepy mask worn during a blood moon.,23522,True,2000.0,70.0,5000,3000.0,Mask of ranul.png,Mask of ranul
2041,I can store my teleport scrolls in this.,21387,True,2000.0,100.0,5000,3000.0,Master scroll book (empty).png,Master scroll book (empty)
2042,A master level wand.,6914,True,40000.0,70.0,100001,60000.0,Master wand.png,Master wand
2043,This looks a good deal stronger than normal cider.,5765,True,1.0,2000.0,2,1.0,Mature cider.png,Mature cider
2044,This looks a good deal stronger than normal Wizards Mind Bomb.,5741,True,1.0,2000.0,2,1.0,Mature wmb.png,Mature wmb
2045,Not for vegetarians.,2327,False,6.0,10000.0,15,9.0,Meat pie.png,Meat pie
2046,A pizza with bits of meat on it.,2293,False,20.0,10000.0,50,30.0,Meat pizza.png,Meat pizza
2047,Often used to soften tough meat up.,7449,True,16600.0,50.0,41500,24900.0,Meat tenderiser.png,Meat tenderiser
2048,Good for keeping the sun off my neck.,6392,True,14.0,150.0,35,21.0,Menaphite purple hat.png,Menaphite purple hat
2049,Look at those nobbily knees.,6398,True,8.0,150.0,20,12.0,Menaphite purple kilt.png,Menaphite purple kilt
2050,A cool light Menaphite robe.,6396,True,16.0,150.0,40,24.0,Menaphite purple robe.png,Menaphite purple robe
2051,Colourful.,6394,True,8.0,150.0,20,12.0,Menaphite purple top.png,Menaphite purple top
2052,Good for keeping the sun off my neck.,6400,True,14.0,150.0,35,21.0,Menaphite red hat.png,Menaphite red hat
2053,Look at those nobbily knees.,6406,True,8.0,150.0,20,12.0,Menaphite red kilt.png,Menaphite red kilt
2054,A cool light Menaphite robe.,6404,True,16.0,150.0,40,24.0,Menaphite red robe.png,Menaphite red robe
2055,Colourful.,6402,True,8.0,150.0,20,12.0,Menaphite red top.png,Menaphite red top
2056,An iron tipped trident.,21649,True,160.0,125.0,400,240.0,Merfolk trident.png,Merfolk trident
2057,A bowl of finely minced meat.,7070,True,3.0,13000.0,8,4.0,Minced meat.png,Minced meat
2058,A teleport to the Mind Altar.,19617,True,1.0,10000.0,1,1.0,Mind altar teleport (tablet).png,Mind altar teleport (tablet)
2059,This keg contains 4 pints of Wizards Mind Bomb.,5801,True,1.0,2000.0,1,1.0,Mind bomb(4).png,Mind bomb(4)
2060,This keg contains 4 pints of mature Wizards Mind Bomb.,5881,True,1.0,2000.0,1,1.0,Mind bomb(m4).png,Mind bomb(m4)
2061,A magic helmet.,9733,True,1200.0,70.0,3000,1800.0,Mind helmet.png,Mind helmet
2062,Used for basic level missile spells.,558,False,1.0,12000.0,3,1.0,Mind rune.png,Mind rune
2063,A magic shield.,9731,True,1200.0,70.0,3000,1800.0,Mind shield.png,Mind shield
2064,A mysterious power emanates from the talisman...,1448,False,1.0,11000.0,4,2.0,Mind talisman.png,Mind talisman
2065,A tiara infused with the properties of the mind.,5529,False,40.0,40.0,100,60.0,Mind tiara.png,Mind tiara
2066,A helmet with an unlit lamp on it.,5014,True,240.0,4.0,600,360.0,Mining helmet.png,Mining helmet
2067,It looks very minty.,9475,True,100.0,10000.0,250,150.0,Mint cake.png,Mint cake
2068,I can just about see things in this shield's reflection.,4156,True,2000.0,40.0,5000,3000.0,Mirror shield.png,Mirror shield
2069,It's a slightly magical stick.,20730,True,6200.0,8.0,15500,9300.0,Mist battlestaff.png,Mist battlestaff
2070,A combined Air and Water Rune.,4695,True,8.0,12000.0,20,12.0,Mist rune.png,Mist rune
2071,A mithril grapple tipped bolt - needs a rope.,9419,True,1.0,11000.0,1,1.0,Mith grapple.png,Mith grapple
2072,A mithril grapple tipped bolt - needs a rope.,9418,True,19.0,11000.0,48,28.0,Mith grapple (unf).png,Mith grapple (unf)
2073,A mithril grapple tip.,9416,True,12.0,11000.0,30,18.0,Mith grapple tip.png,Mith grapple tip
2074,A two handed sword.,1315,False,1040.0,125.0,2600,1560.0,Mithril 2h sword.png,Mithril 2h sword
2075,Arrows with mithril heads.,888,False,12.0,7000.0,32,19.0,Mithril arrow 5.png,Mithril arrow
2076,Venomous-looking arrows.,889,True,12.0,7000.0,32,19.0,Mithril arrow(p) 5.png,Mithril arrow(p)
2077,Venomous-looking arrows.,5619,True,12.0,7000.0,32,19.0,Mithril arrow(p+) 5.png,Mithril arrow(p+)
2078,Venomous-looking arrows.,5625,True,12.0,7000.0,32,19.0,Mithril arrow(p++) 5.png,Mithril arrow(p++)
2079,I can make some arrows with these.,42,True,6.0,10000.0,16,9.0,Mithril arrowtips.png,Mithril arrowtips
2080,A powerful axe.,1355,False,208.0,40.0,520,312.0,Mithril axe.png,Mithril axe
2081,It's a bar of mithril.,2359,False,120.0,10000.0,300,180.0,Mithril bar.png,Mithril bar
2082,A vicious looking axe.,1369,False,676.0,125.0,1690,1014.0,Mithril battleaxe.png,Mithril battleaxe
2083,Mithril crossbow bolts.,9142,True,8.0,7000.0,20,12.0,Mithril bolts 5.png,Mithril bolts
2084,Some poisoned mithril bolts.,9289,True,8.0,11000.0,20,12.0,Mithril bolts (p) 5.png,Mithril bolts (p)
2085,Some poisoned mithril bolts.,9296,True,8.0,11000.0,20,12.0,Mithril bolts (p+) 5.png,Mithril bolts (p+)
2086,Super poisoned mithril bolts.,9303,True,8.0,11000.0,20,12.0,Mithril bolts (p++) 5.png,Mithril bolts (p++)
2087,Unfeathered mithril crossbow bolts.,9379,True,1.0,13000.0,1,1.0,Mithril bolts (unf) 5.png,Mithril bolts (unf)
2088,These will protect my feet.,4127,True,312.0,125.0,780,468.0,Mithril boots.png,Mithril boots
2089,Blunt mithril arrow... ouch.,4793,True,20.0,11000.0,50,30.0,Mithril brutal 5.png,Mithril brutal
2090,A series of connected metal rings.,1109,False,780.0,125.0,1950,1170.0,Mithril chainbody.png,Mithril chainbody
2091,A set of fighting claws.,3099,True,190.0,125.0,475,285.0,Mithril claws.png,Mithril claws
2092,A mithril crossbow.,9181,True,313.0,125.0,783,469.0,Mithril crossbow.png,Mithril crossbow
2093,An unstrung mithril crossbow.,9461,True,300.0,10000.0,750,450.0,Mithril crossbow (u).png,Mithril crossbow (u)
2094,A dangerous dagger.,1209,False,130.0,125.0,325,195.0,Mithril dagger.png,Mithril dagger
2095,A poisoned Mithril dagger.,1225,True,130.0,125.0,325,195.0,Mithril dagger(p).png,Mithril dagger(p)
2096,A poisoned Mithril dagger.,5674,True,130.0,125.0,325,195.0,Mithril dagger(p+).png,Mithril dagger(p+)
2097,A poisoned Mithril dagger.,5692,True,130.0,125.0,325,195.0,Mithril dagger(p++).png,Mithril dagger(p++)
2098,A deadly throwing dart with a mithril tip.,809,True,10.0,7000.0,25,15.0,Mithril dart.png,Mithril dart
2099,A deadly looking dart tip made of mithril - needs feathers for flight.,822,True,4.0,20000.0,12,7.0,Mithril dart tip.png,Mithril dart tip
2100,A deadly poisoned dart with a mithril tip.,815,True,10.0,7000.0,25,15.0,Mithril dart(p).png,Mithril dart(p)
2101,A deadly poisoned dart with a mithril tip.,5632,True,10.0,7000.0,25,15.0,Mithril dart(p+).png,Mithril dart(p+)
2102,A deadly poisoned dart with a mithril tip.,5639,True,10.0,7000.0,25,15.0,Mithril dart(p++).png,Mithril dart(p++)
2103,Do I look scary?,12369,True,4000.0,4.0,10000,6000.0,Mithril dragon mask.png,Mithril dragon mask
2104,A full face helmet.,1159,False,572.0,125.0,1430,858.0,Mithril full helm.png,Mithril full helm
2105,Mithril full helm with gold trim.,12283,False,572.0,8.0,1430,858.0,Mithril full helm (g).png,Mithril full helm (g)
2106,Mithril full helm with trim.,12293,False,572.0,8.0,1430,858.0,Mithril full helm (t).png,Mithril full helm (t)
2107,"A set containing a full helm, platebody, legs and kiteshield.",13008,False,2000.0,8.0,5000,3000.0,Mithril gold-trimmed set (lg).png,Mithril gold-trimmed set (lg)
2108,"A set containing a full helm, platebody, skirt and kiteshield.",13010,False,2000.0,8.0,5000,3000.0,Mithril gold-trimmed set (sk).png,Mithril gold-trimmed set (sk)
2109,A mithril halberd.,3198,True,1040.0,125.0,2600,1560.0,Mithril halberd.png,Mithril halberd
2110,"A mithril-tipped, one-handed hasta.",11373,True,338.0,125.0,845,507.0,Mithril hasta.png,Mithril hasta
2111,"A poison-tipped, one-handed mithril hasta.",11400,True,338.0,125.0,845,507.0,Mithril hasta(p).png,Mithril hasta(p)
2112,"A poison-tipped, one-handed mithril hasta.",11403,True,338.0,125.0,845,507.0,Mithril hasta(p+).png,Mithril hasta(p+)
2113,"A poison-tipped, one-handed mithril hasta.",11405,True,338.0,125.0,845,507.0,Mithril hasta(p++).png,Mithril hasta(p++)
2114,A mithril tipped javelin.,828,True,25.0,7000.0,64,38.0,Mithril javelin.png,Mithril javelin
2115,Needs a shaft.,19576,True,66.0,10000.0,165,99.0,Mithril javelin heads 5.png,Mithril javelin heads
2116,A mithril tipped javelin.,834,True,25.0,7000.0,64,38.0,Mithril javelin(p).png,Mithril javelin(p)
2117,A mithril tipped javelin.,5645,True,25.0,7000.0,64,38.0,Mithril javelin(p+).png,Mithril javelin(p+)
2118,A mithril tipped javelin.,5651,True,25.0,7000.0,64,38.0,Mithril javelin(p++).png,Mithril javelin(p++)
2119,A large metal shield.,1197,False,884.0,125.0,2210,1326.0,Mithril kiteshield.png,Mithril kiteshield
2120,Mithril kiteshield with gold trim.,12281,False,884.0,8.0,2210,1326.0,Mithril kiteshield (g).png,Mithril kiteshield (g)
2121,Mithril kiteshield with trim.,12291,False,884.0,8.0,2210,1326.0,Mithril kiteshield (t).png,Mithril kiteshield (t)
2122,A finely balanced throwing knife.,866,True,10.0,7000.0,27,16.0,Mithril knife.png,Mithril knife
2123,A finely balanced throwing knife.,873,True,10.0,7000.0,27,16.0,Mithril knife(p).png,Mithril knife(p)
2124,A finely balanced throwing knife.,5657,True,10.0,7000.0,27,16.0,Mithril knife(p+).png,Mithril knife(p+)
2125,A finely balanced throwing knife.,5664,True,10.0,7000.0,27,16.0,Mithril knife(p++).png,Mithril knife(p++)
2126,A pair of mithril crossbow limbs.,9427,True,260.0,10000.0,650,390.0,Mithril limbs.png,Mithril limbs
2127,A razor sharp longsword.,1299,False,520.0,125.0,1300,780.0,Mithril longsword.png,Mithril longsword
2128,A spiky mace.,1428,False,234.0,125.0,585,351.0,Mithril mace.png,Mithril mace
2129,A medium sized helmet.,1143,False,312.0,125.0,780,468.0,Mithril med helm.png,Mithril med helm
2130,Keeps things in place fairly permanently.,4822,True,7.0,13000.0,18,10.0,Mithril nails.png,Mithril nails
2131,This needs refining.,447,False,64.0,13000.0,162,97.0,Mithril ore.png,Mithril ore
2132,Used for mining.,1273,False,520.0,40.0,1300,780.0,Mithril pickaxe.png,Mithril pickaxe
2133,Provides excellent protection.,1121,False,2080.0,125.0,5200,3120.0,Mithril platebody.png,Mithril platebody
2134,Mithril platebody with gold trim.,12277,False,2080.0,8.0,5200,3120.0,Mithril platebody (g).png,Mithril platebody (g)
2135,Mithril platebody with trim.,12287,False,2080.0,8.0,5200,3120.0,Mithril platebody (t).png,Mithril platebody (t)
2136,These look pretty heavy.,1071,False,1040.0,125.0,2600,1560.0,Mithril platelegs.png,Mithril platelegs
2137,Mithril platelegs with gold trim.,12279,False,1040.0,8.0,2600,1560.0,Mithril platelegs (g).png,Mithril platelegs (g)
2138,Mithril platelegs with trim.,12289,False,1040.0,8.0,2600,1560.0,Mithril platelegs (t).png,Mithril platelegs (t)
2139,Designer leg protection.,1085,False,1040.0,125.0,2600,1560.0,Mithril plateskirt.png,Mithril plateskirt
2140,Mithril plateskirt with gold trim.,12285,False,1040.0,8.0,2600,1560.0,Mithril plateskirt (g).png,Mithril plateskirt (g)
2141,Mithril plateskirt with trim.,12295,False,1040.0,8.0,2600,1560.0,Mithril plateskirt (t).png,Mithril plateskirt (t)
2142,"A vicious, curved sword.",1329,False,416.0,125.0,1040,624.0,Mithril scimitar.png,Mithril scimitar
2143,Magical seeds in a mithril case.,299,True,80.0,18000.0,200,120.0,Mithril seeds.png,Mithril seeds
2144,"A set containing a full helm, platebody, legs and kiteshield.",13000,False,2000.0,8.0,5000,3000.0,Mithril set (lg).png,Mithril set (lg)
2145,"A set containing a full helm, platebody, skirt and kiteshield.",13002,False,2000.0,8.0,5000,3000.0,Mithril set (sk).png,Mithril set (sk)
2146,A mithril tipped spear.,1243,True,338.0,125.0,845,507.0,Mithril spear.png,Mithril spear
2147,A poisoned mithril tipped spear.,1257,True,338.0,125.0,845,507.0,Mithril spear(p).png,Mithril spear(p)
2148,A poisoned mithril tipped spear.,5710,True,338.0,125.0,845,507.0,Mithril spear(p+).png,Mithril spear(p+)
2149,A poisoned mithril tipped spear.,5724,True,338.0,125.0,845,507.0,Mithril spear(p++).png,Mithril spear(p++)
2150,A medium square shield.,1181,False,624.0,125.0,1560,936.0,Mithril sq shield.png,Mithril sq shield
2151,A razor sharp sword.,1285,False,338.0,125.0,845,507.0,Mithril sword.png,Mithril sword
2152,A finely balanced throwing axe.,803,True,28.0,7000.0,70,42.0,Mithril thrownaxe.png,Mithril thrownaxe
2153,"A set containing a full helm, platebody, legs and kiteshield.",13004,False,2000.0,8.0,5000,3000.0,Mithril trimmed set (lg).png,Mithril trimmed set (lg)
2154,"A set containing a full helm, platebody, skirt and kiteshield.",13006,False,2000.0,8.0,5000,3000.0,Mithril trimmed set (sk).png,Mithril trimmed set (sk)
2155,I don't think it's intended for joinery.,1343,False,664.0,125.0,1660,996.0,Mithril warhammer.png,Mithril warhammer
2156,A posy of flowers.,2472,True,40.0,150.0,100,60.0,Mixed flowers.png,Mixed flowers
2157,A mole claw.,7416,True,240.0,50.0,600,360.0,Mole claw.png,Mole claw
2158,The skin of a large mole.,7418,True,160.0,50.0,400,240.0,Mole skin.png,Mole skin
2159,Cute mole slippers.,23285,False,400.0,4.0,1000,600.0,Mole slippers.png,Mole slippers
2160,Hot glass ready to be blown into useful objects.,1775,True,1.0,13000.0,3,1.0,Molten glass.png,Molten glass
2161,Keeps a monk's knees nice and warm.,542,False,12.0,125.0,30,18.0,Monk's robe.png,Monk's robe
2162,"Keeps a monk's knees nice, warm and stylish.",20202,False,12.0,4.0,30,18.0,Monk's robe (g).png,Monk's robe (g)
2163,I feel the gods don't enjoy my materialistic obsessions.,23306,False,200.0,4.0,500,300.0,Monk's robe (t).png,Monk's robe (t)
2164,I feel closer to the gods when I am wearing this.,544,False,16.0,125.0,40,24.0,Monk's robe top.png,Monk's robe top
2165,I feel the gods don't enjoy my materialistic obsessions.,20199,False,20.0,4.0,50,30.0,Monk's robe top (g).png,Monk's robe top (g)
2166,I feel the gods don't enjoy my materialistic obsessions.,23303,False,200.0,4.0,500,300.0,Monk's robe top (t).png,Monk's robe top (t)
2167,It's a monkey bar. It looks highly nutritious.,4014,True,20.0,6000.0,50,30.0,Monkey bar.png,Monkey bar
2168,These are small monkey bones.,3183,False,1.0,3000.0,1,1.0,Monkey bones.png,Monkey bones
2169,These are monkey nuts. Yummy.,4012,True,1.0,6000.0,3,1.0,Monkey nuts.png,Monkey nuts
2170,"Smells like the south end of a northbound monkey, because it is.",19610,True,20000.0,8.0,50000,30000.0,Monkey tail.png,Monkey tail
